"KOD","BIRTOKTER","MEGYEKOD","MEGYENEV","BIRTOKNEV","Y1382","Y13820","NEV_1382","Y1439","Y14390","NEVE_1439","Y1498","Y14980","NEVE_1498","v82_39","v39_98","v_82_98","v1","v2","v3"
"TC4","112.4","TC","Turóc m.","Szentmárton","királyi","királyi honor","liptói-turóci-gömöri ispán","nemesi","","Balicki","bárói","Szapolyai István","szklabinyai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"TR59","4.4","TR","Trencsén m.","Sebestyénfalva","királyi","királyi honor","besztercei ispán","nemesi","","","nemesi","","Podmanicki","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SS45","8.3","SS","Sáros m.","Nagyszilva","királyi","királyi honor","sárosi ispánság","nemesi","","Dobói","bárói","Rozgonyi István","csicsvai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"LP9","12.4","LP","Liptó m.","Jakubovany","nemesi","Bogomér-rokonság","Tornaljai","nemesi","","Tornaljai","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"UN1","2064.2","UN","Ung m.","Nevicke","nemesi","","Druget","bárói","Homonnai István és Bertalan","","bárói","Homonnai János","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"AV8","17.1","AV","Árva m.","Komjatna","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TR64","20.3","TR","Trencsén m.","Milochó","királyi","királyi honor","trencséni ispán","nemesi","","Leszkóci","nemesi","","Podmanicki János","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SS48","60.5","SS","Sáros m.","Kapi","nemesi","","Poháros","nemesi","","Kapi János","nemesi","","Kapi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZN6","129.7","ZN","Zemplén m.","Csicsva","nemesi","Básztély","Rozgonyi","bárói","Rozgonyi János id.","","bárói","Rozgonyi István","csicsvai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SZP32","67.7","SZP","Szepes m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TC2","43.2","TC","Turóc m.","Podhrágy","királyi","királyi honor","liptói-turóci-gömöri ispán","nemesi","","Thurzó","nemesi","","Horvát Márk (kamicsáci)","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SS30","27.6","SS","Sáros m.","Alsószalók","nemesi","","Semsei","nemesi","","Semsei","nemesi","","Semsei","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS36","13","SS","Sáros m.","Nyárs","királyi","királyi honor","sárosi ispánság","nemesi","","Semsei","nemesi","","Semsei","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"TR69","89.3","TR","Trencsén m.","Oroszlánko","királyi","királyi honor","trencséni ispán","királyi","királyné","trencséni ispánság","nemesi","","Szlopnai","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"TR33","154.1","TR","Trencsén m.","Rajec","királyi","királyi honor","besztercei ispán","királyi","királyné","lietava-hricsói urad.","bárói","Szapolyai István","lietavai urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SS46","11.5","SS","Sáros m.","Szedikert","egyházi","ágostonos remeték","sárosi","egyházi","ágostonos remeték","sárosi","egyházi","ágostonos remeték","sárosi","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SS39","6.5","SS","Sáros m.","Orkuta","királyi","királyi honor","sárosi ispánság","bárói","Bebek (vámosi)","","bárói","Szapolyai István","palocsai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"LP7","16.7","LP","Liptó m.","Szentmiklós","nemesi","Bogomér-rokonság","Szentmiklósi","nemesi","","Szentmiklósi","nemesi","","Pongrác (szentmiklósi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TR65","25.9","TR","Trencsén m.","Noszic","királyi","királyi honor","trencséni ispán","nemesi","","Leszkóci","bárói","Szapolyai István","kaszai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"LP4","8.8","LP","Liptó m.","Boldogasszony","királyi","királyi honor","liptói-turóci-gömöri ispán","királyi","királyné","liptói ispánság","bárói","Corvin János","likavai urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SZP18","261.3","SZP","Szepes m.","Savnik","egyházi","ciszterciek","savniki apát","egyházi","ciszterciek","savniki apát","egyházi","ciszterciek","savniki apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SS40","13.8","SS","Sáros m.","Osztrópataka","királyi","királyi honor","sárosi ispánság","nemesi","","Ramocsa (szeretvai)","nemesi","","","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SS41","63.1","SS","Sáros m.","Sáros","királyi","királyi honor","sárosi ispánság","bárói","Perényi János (terebesi)","","bárói","Szapolyai István","sárosi urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"SS31","29.3","SS","Sáros m.","Lacsnó","nemesi","","Szinyei","nemesi","","Szinyei","nemesi","","Szinyei","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS34","16.7","SS","Sáros m.","Hermány","nemesi","","Sebesi","nemesi","","Sebesi","nemesi","","Sebesi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP24","16.3","SZP","Szepes m.","Eisdorf","királyi","szászok","","királyi","királyi honor","szepesi ispán","bárói","Szapolyai István","szepesvári urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SZP21","86.1","SZP","Szepes m.","Mateóc","királyi","szászok","","idegen","Lengyelország","","idegen","Lengyelország","","királyi > idegen","idegen > idegen","királyi > idegen","13","22","19"
"SS35","50.8","SS","Sáros m.","Szinye","nemesi","","Szinyei","nemesi","","Szinyei","nemesi","","Szinyei","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"LP8","26.9","LP","Liptó m.","Verbic","királyi","királyi honor","liptói-turóci-gömöri ispán","királyi","királyné","liptói ispánság","bárói","Szapolyai István","liptóújvári urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SS47","12.6","SS","Sáros m.","Finta","nemesi","Bogátradvány","Monoki","nemesi","","Dobi és Monoki","bárói","Szapolyai István","","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"SZP33","43.7","SZP","Szepes m.","Felsoszalók","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP40","40.6","SZP","Szepes m.","Szepeshely","egyházi","társaskáptalan","szepesi prépost","egyházi","társaskáptalan","szepesi prépost","egyházi","társaskáptalan","szepesi prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TR34","46.4","TR","Trencsén m.","Klacsán","királyi","királyi honor","besztercei ispán","nemesi","","","nemesi","","","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"LP14","11.8","LP","Liptó m.","Ivánfalva","királyi","királyi honor","liptói-turóci-gömöri ispán","királyi","királyné","liptói ispánság","nemesi","","","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"SZP35","46.4","SZP","Szepes m.","Szepesvár","királyi","királyi honor","szepesi ispánság","királyi","királyi honor","szepesi ispán","bárói","Szapolyai István","szepesvári urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"TC6","195.1","TC","Turóc m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TR42","45.4","TR","Trencsén m.","Bellus","királyi","város","","királyi","királyné","trencséni ispánság","bárói","Szapolyai István","illavai urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"TR35","5.6","TR","Trencsén m.","Nagycserna","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TR39","90","TR","Trencsén m.","Mosztenec","királyi","királyi honor","trencséni ispán","nemesi","","Leszkóci","bárói","Szapolyai István","kaszai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"LP3","22.5","LP","Liptó m.","Szlécs","egyházi","premontreiek","turóci prépost","egyházi","premontreiek","turóci prépost","egyházi","premontreiek","turóci prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SZP69","6.9","SZP","Szepes m.","Ragyolc","nemesi","","Szepesi","nemesi","","","egyházi","társaskáptalan","szepesi káptalan","nemesi > nemesi","nemesi > egyházi","nemesi > egyházi","20","33","25"
"TR41","19.3","TR","Trencsén m.","Viszolaj","nemesi","","Viszolaji","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP48","38.1","SZP","Szepes m.","Mahálfalva","nemesi","","tízlándzsás","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS52","38.6","SS","Sáros m.","Eperjes","királyi","város","","királyi","királyi város","","királyi","királyi város","Eperjes","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"SZP65","15","SZP","Szepes m.","Váralja","királyi","szászok","","idegen","Lengyelország","","idegen","Lengyelország","","királyi > idegen","idegen > idegen","királyi > idegen","13","22","19"
"LP2","42.6","LP","Liptó m.","Nagyselmec","nemesi","","Nagyselmeci","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS50","53.5","SS","Sáros m.","Sebes","nemesi","","Sebesi","nemesi","","Sebesi","nemesi","","Sebesi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS49","105.9","SS","Sáros m.","Sóvár","nemesi","Baksa-rokonság","Sós","nemesi","","Sós (sóvári)","nemesi","","Sós (sóvári)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS32","90.7","SS","Sáros m.","Bertót","nemesi","Aba","Sirokai","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP71","9.6","SZP","Szepes m.","Kolbach","","","","egyházi","társaskáptalan","szepesi olvasókanonok","egyházi","társaskáptalan","szepesi olvasókanonok","  > egyházi","egyházi > egyházi","  > egyházi","3","18","3"
"SZP23","11.5","SZP","Szepes m.","Sváb","nemesi","","Svábi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP42","80.1","SZP","Szepes m.","Kurimján","királyi","szászok","","királyi","királyi honor","szepesi ispán","bárói","Szapolyai István","szepesvári urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SZP22","16.2","SZP","Szepes m.","Szék","nemesi","","tízlándzsás","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP20","32.1","SZP","Szepes m.","Teplica","","","","királyi","királyi város","Locse","királyi","királyi város","Locse","  > királyi","királyi > királyi","  > királyi","4","28","5"
"SZP45","12","SZP","Szepes m.","Daróc","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS58","10.9","SS","Sáros m.","Zsebfalu","királyi","királyi honor","sárosi ispánság","nemesi","","Sós (sóvári)","nemesi","","Sós (sóvári)","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"TR66","8.3","TR","Trencsén m.","Horóc","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP41","18.8","SZP","Szepes m.","Görgo","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TC9","18.5","TC","Turóc m.","Trebosztó","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SS51","16.1","SS","Sáros m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP46","17.4","SZP","Szepes m.","Csütörtökhely","királyi","szászok","","királyi","királyi honor","szepesi ispán","bárói","Szapolyai István","szepesvári urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"TR67","6.6","TR","Trencsén m.","Duló","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TC5","6.2","TC","Turóc m.","Jahodnik","királyi","királyi honor","liptói-turóci-gömöri ispán","nemesi","","Szentmiklósi Pongrác","nemesi","","Korom Bálint (blatnicai)","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"SZP47","5","SZP","Szepes m.","Jánosfalva","","","","nemesi","","Reichel","bárói","Szapolyai István","szepesvári urad.","  > nemesi","nemesi > bárói","  > bárói","5","32","2"
"TR40","23.6","TR","Trencsén m.","Szlopna","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"TR68","21.6","TR","Trencsén m.","Bohunic","királyi","királyi honor","trencséni ispán","királyi","királyné","trencséni ispánság","nemesi","","","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"TC10","156.7","TC","Turóc m.","Váralja","egyházi","premontreiek","turóci prépost","egyházi","premontreiek","turóci prépost","egyházi","premontreiek","turóci prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TR73","147","TR","Trencsén m.","Szúcsa","királyi","királyi honor","trencséni ispán","királyi","királyné","trencséni ispánság","bárói","Szapolyai István","szúcsai urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"TR43","4.5","TR","Trencsén m.","Hlozsa","királyi","királyi honor","trencséni ispán","nemesi","","Leszkóci","bárói","Szapolyai István","kaszai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
"SZP19","10","SZP","Szepes m.","Alsósunyava","egyházi","ciszterciek","savniki apát","egyházi","ciszterciek","savniki apát","bárói","Szapolyai István","szepesvári urad.","egyházi > egyházi","egyházi > bárói","egyházi > bárói","7","17","10"
"ZN8","281.8","ZN","Zemplén m.","Varannó","nemesi","Básztély","Rozgonyi","bárói","Rozgonyi István ifj. és György","","bárói","Rozgonyi István","csicsvai urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"SS59","8.6","SS","Sáros m.","Kajáta","királyi","királyi honor","sárosi ispánság","bárói","Rozgonyi család","","bárói","Rozgonyi István","csicsvai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"SS60","11","SS","Sáros m.","Mochnya","egyházi","ágostonos remeték","hrabkói","egyházi","ágostonos remeték","hrabkói","egyházi","ágostonos remeték","hrabkói","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TR136","14.4","TR","Trencsén m.","Lédec","királyi","királyi honor","trencséni ispán","királyi","királyné","trencséni ispánság","bárói","Szapolyai István","kaszai urad.","királyi > királyi","királyi > bárói","királyi > bárói","14","25","17"
"SS33","13.8","SS","Sáros m.","Jakabvágás","nemesi","","Perényi","nemesi","","Perényi Miklós (rihnói)","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP34","12.4","SZP","Szepes m.","Grancs","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZP49","1.6","SZP","Szepes m.","Primfalva","egyházi","ciszterciek","savniki apát","egyházi","ciszterciek","savniki apát","egyházi","ciszterciek","savniki apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TR45","5.1","TR","Trencsén m.","Tunezsic","királyi","királyi honor","trencséni ispán","nemesi","","Leszkóci","bárói","Szapolyai István","kaszai urad.","királyi > nemesi","nemesi > bárói","királyi > bárói","15","32","17"
